Company Name,Tags,Phone,Address
Paragon Consultant Ltd,安全顧問, 2793 3929,"Ricky Centre, Kwun Tong"
Safety Specialist Servs Ltd,安全顧問, 2408 8009,"Hoi Sing Mans, Tsuen Wan"
Trinity Consulting Group Ltd,安全顧問, 2408 2811,"Prosperous Coml Bldg, Causeway Bay"
建匯(聯合)有限公司,安全顧問, 2374 2383,旺角 好景商業中心
專業安全顧問有限公司,安全顧問, 2756 6646,九龍灣 源發工業大廈
創利安全顧問公司,安全顧問, 2311 6089,尖沙咀 半島中心
黃志明建築工程師有限公司,"工程師─顧問,civil engineering,Engineer,土木工程,工程師", 2522 1068,中區 亞畢諾道3-5A環貿中心11樓
Development Consultants Internatl Ltd,工程師─顧問, 2877 0877,"Harcourt Hse, Wan Chai"
Keogh Engrg Ltd,工程師─顧問, 2730 7272,"Yau Cha Po, Yuen Long"
Lake Hse Corp Ltd,工程師─顧問, 2230 8000,"St George's Bldg, Central District"
Stanger Asia Ltd,工程師─顧問, 2682 5257,"Fanling, Fanling"
永沛工程管理顧問有限公司,工程師─顧問, 2866 8628,灣仔 信和財務大廈
李氏工程,工程師─顧問, 2352 3710,元朗 元朗
昊生(香港)工程顧問有限公司,工程師─顧問, 2567 2001,筲箕灣 捷利商業大廈
香港工程顧問有限公司,工程師─顧問, 2891 5315,灣仔 永勝大廈
偉建工程有限公司,工程師─顧問, 2881 6284,元朗新田 加州豪園
捷訊電腦科技有限公司,工程師─顧問, 2838 3138,觀塘 萬兆豐中心
Brighton Pharmacy (Shop 1) Ltd,藥房, 2698 6366,"Chun Po Hse, Mong Kok"
Cheung Wing Dispensary Ltd,藥房, 3110 4862,"26 Wing Lok St, Sheung Wan"
Dragon City Duty Free Medicine Shop,藥房, 2732 2856,"Burlington Hse, Tsim Sha Tsui"
Golden Dispensary Ltd,藥房, 2771 8366,"45 Tung Choi St, Mong Kok"
Golden Health Medical Supply Ltd,藥房, 2392 2584,"41 Bute St, Mong Kok"
Golden Peak Pharmacy Ltd,藥房, 2886 0662,"Wai Kee Hse, Mong Kok"
Hang Seng Dispensary Ltd,藥房, 2361 3002,"270 Castle Peak Rd, Sham Shui Po"
Hygiene Medicine Ltd,藥房, 2806 2022,"Kes West Mans, Tai Kok Tsui"
香港千草堂醫藥有限公司,"藥材─出入口,六味地黃丸,六神丸,牛黃解毒片,白鳳丸,腦活素,銀翹解毒片,整腸丸", 2330 6756,紅磡 鶴園東街3號衛安中心506-507室
Jackson Pharmacy,藥房, 2421 8663,"Tin On Hse, Kwai Chung"
Jadefield Pharmacy Ltd,藥房, 2356 9917,上水 32 San Fat St
Kee On Medicine Shop,藥房, 2572 9747,"Tai Ning Ct, Wan Chai"
Medi Mark Ltd,藥房, 3194 9121,東涌 Tung Chung MTR Stn
On Hing Pharmacy Ltd,藥房, 2535 5981,"Tung Tai Bldg, Shau Kei Wan"
錦華成,藥材─出入口, 2549 8168,上環 德輔大廈
天全國際有限公司 ,藥材─出入口, 2723 3998,尖沙咀東 冠華中心
同生貿易行,藥材─出入口, 2548 1068,西營盤 大道西221
福生泰有限公司,藥材─出入口, 2546 9211,上環 中英大廈
Hsu's Enterprises Ltd,藥材─出入口, 2540 9621,"Harmony Ct, Sheung Wan"
Kong Tai Medicine Co,藥材─出入口, 2575 0379,"4 Tsap Tseung St, Happy Valley"
Nam On Hong,藥材─出入口, 2547 4821,上環 Lucky Coml Centre
Sun Tim Chinese Herbal Co,藥材─出入口, 2698 9790,"Holford Gdn Coml Complex, Sha Tin"
Sunny Rd F E Industries Ltd,藥材─出入口, 2802 3813,"Times Tower, Wan Chai"
Tin Sang Medicine Co,藥材─出入口, 2560 8921,"Newton Harbour View, Shau Kei Wan"
Tong Shing Hong,藥材─出入口, 2549 5214,"Ha Lung Bldg, Sheung Wan"
保信行藥業有限公司 ,藥行─中西, 2781 2377,青衣 偉力工業大廈
Best Herbs Trdg Co Ltd,中藥─零售, 2191 2018,屯門 Kin Fat Ind Centre
Choi Wan Dispensary,藥行─中西, 2759 6468,"Choi Wan Est Coml Complex, Ngau Chi Wan"
Chung Shing Medicine Co,藥行─中西, 2334 4010,"Po Wai Bldg, Hung Hom"
HK Wing Wah Cross-Border E-Commerce Ltd,藥行─中西, 3956 3113,"19 San On St, Tuen Mun"
Ka Wah Ginseng & Deer Horn Dispensary,藥行─中西, 3409 5163,"Residence Oasis, Tseung Kwan O"
Kam On Medicine Co,藥行─中西, 2408 8125,"Tai Wo Hau Shopping Centre, Kwai Chung"
Confident Tong Ltd,中藥─零售, 2121 1339,"Galloway Mans, Sham Shui Po"
Sik Hop Health & Beauty Ltd,中藥─零售, 2870 8800,"Tai Yuen Est, Tai Po"
日月棧,中藥─零售, 2552 7521,香港仔 裕輝商業中心
北區中醫治療中心有限公司,中藥─零售, 2679 8028,上水 新成路129
尚德藥房,中藥─零售, 2178 3382,將軍澳 尚德商場
昌泰中醫藥行,中藥─零售, 2477 8862,元朗 
泰賢興藥材行,中藥─零售, 2815 6850,上環 南北行商業中心
On Ling Medicine Co,藥行─中西, 2476 2761,"59 Fau Tsoi St, Yuen Long"
Po Ling Dispensary Supermarket,藥行─中西, 2672 3416,"60 San Hong St, Sheung Shui"
Siu On Medicine Co,藥行─中西, 2513 7516,"Wan Tau Tong Coml Complex, Tai Po"
Tak Hing Medicine Co,藥行─中西, 2722 6011,"Friends' Hse, Tsim Sha Tsui"
Tzin Ta Medicine Co Ltd,藥行─中西, 2873 5007,"Eastern Centre, Quarry Bay"
Wing Hing Medicine Co,藥行─中西, 2475 6593,"Shek Ping Hse, Yuen Long"
國盛行有限公司,中藥─零售, 2549 9536,上環 高陞街33
曾福記藥行,中藥─零售, 2540 2952,上環 高陞街5B
黃澤記,中藥─零售, 2546 8754,上環 立寶大廈
新生堂(中藥專門店),中藥─零售, 2528 9339,灣仔 海富中心
香港李論博士國際醫藥研究院有限公司,藥物研究, 2497 5303,屯門 聯昌中心
Abcam (HK) Ltd,藥物研究, 2611 6900,"8 Science Park W Ave, Sha Tin"
First Oriental Cyclotron Ltd,藥物研究, 2244 5370,"327 Prince Edward Rd, Kowloon City"
HPC Healthcare & Pharma Consulting Ltd,藥物研究, 2813 7651,"Hing Yip Coml Centre, Sheung Wan"
中國新藥研究科技(集團)有限公司,藥物研究, 2850 4381,上環 聯發商業中心
明醫明方研究會,藥物研究, 2392 7806,灣仔 建德豐商業大廈
Elegant Sight Ltd,纖體及體重控制服務, 2815 8099,"Kamming Hse, Central District"
蜜絲芭莉集團有限公司,纖體及體重控制服務, 2526 6671,中區 娛樂行
Perfect Shape & Spa (Cwb) Ltd,纖體及體重控制服務, 2780 9018,"Hang Lung Centre, Causeway Bay"
Perfect Shape & Spa (Mk) Ltd,纖體及體重控制服務, 2795 3398,"Office Tower Langham Place, Mong Kok"
Perfect Shape & Spa (Tp) Ltd,纖體及體重控制服務, 2618 3880,"30 Queen's Rd C, Central District"
Perfect Shape & Spa Ltd,纖體及體重控制服務, 2745 1228,"Citylink Plaza, Sha Tin"
Perfect Shape (Holdings) Ltd,纖體及體重控制服務, 2770 3233,旺角 Office Tower Langham Place
Slim Beauty Group Ltd,纖體及體重控制服務, 2929 2000,荃灣 271 Sha Tsui Rd
Slimming Beauty,纖體及體重控制服務, 2623 5685,"Well On Gdn Coml Complex, Tseung Kwan O"
中華駿億有限公司,纖體及體重控制服務, 2478 1565,元朗 遠東發展元朗大廈
升CUP站,纖體及體重控制服務, 2503 0830,旺角 朗豪坊辦公大樓
四葉水療纖體中心,纖體及體重控制服務, 2478 4565,元朗 遠東發展元朗大廈
必瘦站,纖體及體重控制服務, 2710 9838,銅鑼灣 百德新街2-20號恆隆中心19樓1901-05室
All-Ways Ltd,護膚品─零售, 2770 6698,"602 Nathan Rd, Mong Kok"
Folia Internatl Corp Ltd,護膚品─零售, 2915 2100,"Palatial Crest, Mid-levels"
Neo Derm Retail Ltd,護膚品─零售, 3514 4368,"Langham Place Shopping Mall, Mong Kok"
合信國際有限公司,護膚品─零售, 2693 3728,九龍灣 金漢工業大廈
有機無限,護膚品─零售, 2866 8276,香港 (客戶服務熱線)
金輝日有限公司,護膚品─零售, 2736 6610,尖沙咀 海港城
美麗密碼,護膚品─零售, 2666 6134,大埔 昌運中心商場
創美嘉國際有限公司,護膚品─零售, 2882 2148,銅鑼灣 恩平中心
Beauty Power,護膚品─零售, 2404 9399,"Wah Wan Ind Bldg, Tuen Mun"
CPA Group,護膚品─零售, 2865 3611,北角 Kam Kee Bldg
Gunter Ltd,護膚品─零售, 2895 1233,"4 Perkins Rd, Jardine's Lookout"
駿億亞洲(香港)有限公司,"護膚品─批發及製造,頭髮產品─批發及製造", 2663 9346,火炭 豐盛工業中心
星光髮品有限公司,頭髮產品─批發及製造, 2411 0191,荃灣 荃運工業中心
Alexandre Zouari Paris,頭髮產品─批發及製造, 3152 2213,"IFC Mall, Central District"
Ci.Cos Ltd,頭髮產品─批發及製造, 3106 8068,"Tai Yau St, Yau Tong"
名人護髮用品中心有限公司,頭髮產品─批發及製造, 2366 7735,尖沙咀東 半島中心
純美國際貿易有限公司,頭髮產品─批發及製造, 2468 0293,屯門 南豐工業城
盟友有限公司,頭髮產品─批發及製造, 2799 8336,九龍灣 源發工業大廈
Cosmetics Holdings Ltd,護膚品─批發及製造, 2310 8432,"Yeung Yiu Chung No 6 Ind Bldg, Cheung Sha Wan"
H2O,護膚品─批發及製造, 2504 3688,銅鑼灣 告士打道280號世貿中心1樓P125號舖
Koreacos Co Ltd,護膚品─批發及製造, 2479 5311,"On Lok Ind Bldg, Yuen Long"
Luxenosa Ltd,護膚品─批發及製造, 2317 7318,尖沙咀 Ocean Centre
蝶安護,衛生用品─婦女用, 2598 9388,旺角 新世紀廣場
Seau Mgt Ltd,護膚品─批發及製造, 2735 2680,"King Palace Plaza, Kwun Tong"
Swiss Empress Anti Aging Ltd,護膚品─批發及製造, 2787 7148,"Miramar Tower, Tsim Sha Tsui"
Water Oasis E L (HK) Co Ltd,護膚品─批發及製造, 2175 0688,"Harbour City, Tsim Sha Tsui"
自然美生物科技有限公司,護膚品─批發及製造, 2368 3755,中區 皇后大道中99號中環中心35樓3512室
美即控股國際有限公司,護膚品─批發及製造, 2896 1633,銅鑼灣 告士打道255-257號信和廣場802室
高義國際有限公司,護膚品─批發及製造, 2544 6288,九龍灣 其士商業中心
Bio-Creations Internatl Ltd,護膚品─批發及製造, 3428 3868,"Fu Tei Pai, Fanling"
Hair Sant'e (Mong Kok) Ltd,頭髮護理, 2812 0108,"Grand Tower, Mong Kok"
HQ Hair Therapy Ltd,頭髮護理, 2781 2029,"Oxford Coml Bldg, Yau Ma Tei"
Natural Force 有限公司,頭髮護理, 3115 0231,新蒲崗 七寶街3
TW (HKG) Ltd,頭髮護理, 2186 6204,"9 Sheung Hei St, San Po Kong"
天然護髮用品中心有限公司,頭髮護理, 2111 6011,長沙灣 永康街55
卡詩,頭髮護理, 2692 2081,沙田 連城廣場
保美氏專業髮理,頭髮護理, 2882 4788,銅鑼灣 波斯富大廈
健髮醫學有限公司,頭髮護理, 2526 6238,上環 中環88
創髮中心(香港)有限公司,頭髮護理, 2521 9663,中區 世紀廣場
超霸化妝品國際有限公司,頭髮護理, 3568 2220,新蒲崗 新寶中心
霸王國際(集團)控股有限公司,頭髮護理, (8620) 8617 1888,尖沙咀 柯士甸道122號麗斯中心12樓B室
Chan Wai Kin,頭髮護理, 2391 9822,"Allied Plaza, Mong Kok"
E A Hair Prods Co Ltd,頭髮護理, 2891 0087,"160 Wan Chai Rd, Wan Chai"
修腳甲店,腳甲修飾, 2309 2688,銅鑼灣 欣榮商業大廈
眉髮醫學移植中心,植髮, 3421 1138,油麻地 至秀商業大廈
618 HK Ltd,髮型屋, 2388 9759,"Mangan Bldg, Tsim Sha Tsui"
90's,髮型屋, 2377 4890,"Kency Tower, Tsim Sha Tsui"
Add+hair,髮型屋, 2832 9197,"On Ning Gdn Coml Centre, Tseung Kwan O"
Asian Hairdressers,髮型屋, 2549 2665,灣仔 Well Found Bldg
Beauty Trend Ltd,髮型屋, 2732 2733,"I Sq, Tsim Sha Tsui"
Beijing Hair Culture Ltd,髮型屋, 2330 0055,"Milton Mans, Tsim Sha Tsui"
Beyond The Fringe (Holding) Ltd,髮型屋, 2519 6988,北角 Hing Hon Bldg
Blue Hair Salon,髮型屋, 2529 8028,"Australian Mans, Wan Chai"
Cast Hair,髮型屋, 2816 7178,"Kennedy Mans, Kennedy Town"
Central Talianna Beauty Salon & Co,髮型屋, 2524 3379,"Melbourne Plaza, Central District"
Chairone Ltd,髮型屋, 2895 3800,"Causeway Bay Plaza, Wan Chai"
Colour Bar Salon Ltd,髮型屋, 2525 4228,"Eubank Plaza, Central District"
Colour Fame Ltd,髮型屋, 2234 0012,"Nin Fung Mans, Wan Chai"
Mash 73 Ltd,學校─美容, 2523 4515,油麻地 Glory Centre
My Makeup Workshop,學校─美容, 2950 9922,"Lladro Centre, Kwun Tong"
Perfect Stage Internatl Ltd,學校─美容, 2572 0788,長沙灣 Cheung Sha Wan Plaza
Zing Ltd,學校─美容, 2147 5908,"Jupiter Tower, North Point"
彩昇中心,學校─美容, 2771 8889,長沙灣 長沙灣道790
A & V Production Co Ltd,學校─美容, 2537 6620,尖沙咀 23 Hillwood Rd
Amy Gao專業化妝藝術訓練學院,學校─美容, 2577 2989,銅鑼灣 渣甸街50
C A Network Internatl Ltd,學校─美容, 2388 2181,"Park-In Coml Centre, Yau Ma Tei"
Inter-Pro Beauty Archt Schl Ltd,學校─美容, 3523 0311,"China Minmetals Tower, Tsim Sha Tsui"
Judy's Beauty & Slimming Centre,學校─美容, 2866 9738,"Southern Coml Bldg, Wan Chai"
Look Studio Ltd The,學校─美容, 2581 3382,"Kevin Wong Devlpmnt Bldg, Kwun Tong"
Natural Beauty & Fitness Internatl Centre,學校─美容, 8200 6688,"Sun Tuen Mun Centre, Tuen Mun"
正然坊國際培訓學院,學校─美容, 2882 1082,大埔 大埔廣場商場
Ben'L Ltd,理髮器材及用品, 2512 8018,"Ming Pao Ind Centre, Chai Wan"
Fast Fame Ltd,理髮器材及用品, 2578 8198,"Hung Fuk Fty Bldg, Kwun Tong"
High Hair Prod Center,理髮器材及用品, 2388 6737,"Paradise Sq, Mong Kok"
New-Way Co (F E),理髮器材及用品, 2498 4711,葵涌 Tung Luen Ind Bldg
千齊髮品店,理髮器材及用品, 2388 2226,油麻地 
世界美髮用品有限公司,理髮器材及用品, 2461 8333,屯門 南豐工業城
至專批髮店有限公司,理髮器材及用品, 2838 3067,灣仔 利昌大廈
李有記美髮用品有限公司,理髮器材及用品, 2394 5238,旺角 嘉運閣
依韻美髮用品,理髮器材及用品, 2303 0265,紅磡 蕪湖街111
康振有限公司 ,理髮器材及用品, 2421 8360,粉嶺 基力工業大廈
新星髮品公司,理髮器材及用品, 2499 8232,荃灣 金熊工業中心
Beauty Spring Hair Prods,理髮器材及用品, 2610 1519,"Kwai Chung Plaza Shopping Centre, Kwai Chung"
Choy Bruce Wai Choi,理髮器材及用品, 2180 9771,"Jaffe Rd, Causeway Bay"
BC Shop,健身器材, 2234 5886,"Kai Fung Bldg, Sheung Wan"
Bodybuilding Connection Ltd,健身器材, 2384 5808,"Omega Plaza, Yau Ma Tei"
Fitness Expert,健身器材, 2148 7659,"Harry Ind Bldg, Sha Tin"
奧力來康體設備有限公司,健身器材, 2755 6956,九龍灣 瑞興中心
Biocare Ltd,健身器材, 2356 9700,"Hang Fung Ind Bldg, Hung Hom"
比富有限公司,健身器材, 2556 4801,柴灣 樂軒臺
全運有限公司,健身器材, 2741 8979,長沙灣 百美工廠大廈
亞洲健身器材有限公司,健身器材, 2573 3389,跑馬地 
斯騰爽健香港有限公司,健身器材, 2528 9861,灣仔 海富中心
Lululemon HK Ltd,健身設備及用品, 2576 8322,北角 Citicorp Centre
Me Fitness有限公司,健身設備及用品, 2271 4144,大角咀 奧海城
元氣館,健身設備及用品, 8104 5000,旺角 彌敦道594-596號旺角新城17樓全層
喬山健康科技(香港)有限公司,健身設備及用品, 2302 0596,觀塘 金米蘭中心
適達克運動產品(香港)有限公司,健身設備及用品, 2384 3028,油麻地 德惠行
Amazing Life Devlpmnt Co Ltd,健康用品, 2808 2886,油麻地 Park-In Coml Centre
Healthy Palacehealth Prods,健康用品, 2481 5110,"Sunrise Villa, Hung Hom"
Joyance Community Health Consultant Co Ltd,健康用品, 2756 1438,九龍灣 Flourish Ind Bldg
Pi-Water Technology Ltd,健康用品, 2573 1488,"Fee Tat Coml Centre, Mong Kok"
Super E-Kids (HK) Ltd,健康用品, 2427 6727,"Sam Shing Coml Complex, Tuen Mun"
Top Global Creation Ltd,健康用品, 2573 4088,灣仔 Opulent Bldg
法藤(香港)有限公司,健康用品, 3141 4080,長沙灣 潮流工貿中心
華熙生物科技有限公司,健康用品, 86-531-82685886,中區 康樂廣場1號怡和大廈22樓2201-2203室
奧托博克亞洲太平洋有限公司,健康用品, 2598 9772,尖沙咀東 
豪特保健控股有限公司,健康用品, 2549 4611,石塘咀 德輔道西410號太平洋廣場26樓
德鴻行國際有限公司,健康用品, 2606 4233,沙田 富騰工業中心
Alcon HK Ltd,健康用品, 3413 5000,"625 King's Rd, North Point"
Aq Bio Technology Group Ltd,健康用品, 2338 7226,"Nan Fung Plaza Shopping Centre, Tseung Kwan O"
Zanani Internatl,香薰產品─零售, 2833 9008,上環 Hang Fat Trdg Hse
T&F香薰,香薰產品─零售, 3422 8833,銅鑼灣 蘋果商場
軒園公司,香薰產品─零售, 2890 1227,銅鑼灣 東角道24
榮東集團有限公司,香薰產品─零售, 2544 3398,中區 
VIM Pilates Studio Ltd,健身室, 2572 2683,"202 Queen's Rd E, Wan Chai"
宏顯有限公司,健身室, 2333 2027,灣仔 東新商業中心
Chung Oi Chau Biu Martial Art,健身室, 2819 6622,"New Fortune Hse, Kennedy Town"
Figure Fitness Ltd,健身室, 2525 3686,"On Hing Bldg, Central District"
Fit Lab HK Ltd,健身室, 2331 9559,"D2 Place Two, Cheung Sha Wan"
Impakt Academy Of Mixed Martial Arts,健身室, 2167 7218,"Wings Bldg, Sheung Wan"
Internet Sports Marketing Ltd,健身室, 2581 0100,"Oriental Crystal Coml Bldg, Central District"
K K Gymnasium Centre,健身室, 2388 3931,"Foremost Bldg, Yau Ma Tei"
Pure Internatl (HK) Ltd,健身室, 2537 4633,"Fairmont Hse, Central District"
RD Budo Sport & Fitness Ltd,健身室, 2167 7258,"Wings Bldg, Sheung Wan"
Simply Fitness,健身室, 2657 8292,"Hong Lok Yuen, Tai Po"
Vinoti Creations Ltd,健身室, 2336 6776,"Billion Plaza, Cheung Sha Wan"
VO2 Max Fitness Mgt Ltd,健身室, 3705 0197,上環 Fortune Hse
Man Lee Trdg Co Ltd,香薰產品─批發及製造, 2302 0671,"15 Hillwood Rd, Tsim Sha Tsui"
金星藥行,"藥物─批發及製造,醫療器材及用品─批發及製造", 2392 7537,大角咀 合桃街2號福星工廠大廈8字樓D座
香港寶和堂有限公司,"藥物─批發及製造,中成藥", 2505 7376,柴灣 豐業街12號啟力工業中心B座11樓B14室
香港聯華藥業有限公司,藥物─批發及製造, 2527 9202,柴灣 百樂門大廈
贊輝(香港)有限公司,"藥物─批發及製造,fluimucil,Foltene,Monurol", 2877 9788,北角 渣華道191號嘉華國際中心9樓910-911室
Chinese Pharmaceuticals (HK) Co Ltd,藥物─批發及製造, 2655 6500,觀塘 Camel Paint Bldg
Eisai (HK) Co Ltd,藥物─批發及製造, 2516 6128,"Manulife Tower, North Point"
Eli Lilly Asia Inc,藥物─批發及製造, 2572 0160,"Windsor Hse, Causeway Bay"
Ever Neuro Pharma (Asia) Ltd,藥物─批發及製造, 2565 6309,"8 Coml Tower, Chai Wan"
Evercare Pharmaceutical Co Ltd,藥物─批發及製造, 2492 3198,荃灣 Hi-Tech Ind Centre
Fu Hoi Medicine Co Ltd,藥物─批發及製造, 2610 2816,"Tung Chun Ind Bldg, Kwai Chung"
HK Wah Sheng Medical Co Ltd,藥物─批發及製造, 2548 3811,"Arion Coml Centre, Sheung Wan"
Legend Hong Ltd,藥物─批發及製造, 2713 8218,土瓜灣 Merit Ind Centre
Dermes Laser Centre Ltd,激光及彩光服務, 2338 1288,"Office Tower Langham Place, Mong Kok"
Healthlase Medical Laser Skin Care Ltd,激光及彩光服務, 2810 6855,"World Wide Hse, Central District"
康仕美醫學激光皮膚護理中心,激光及彩光服務, 2810 9691,中區 花園道51
Dermes Medical Laser Centre Ltd,激光及彩光服務, 2895 1331,"Henry Hse, Causeway Bay"
東京醫學脫毛中心有限公司,激光及彩光服務, 2882 6242,銅鑼灣 金百利
美倩肌激光及醫學皮膚護理中心,激光及彩光服務, 2804 6168,中區 卡佛大廈
Billion Deluxe Investments Ltd,美容整形, 2804 6559,"Yook Ming Hse, Central District"
Ho Wai Sun,美容整形, 2522 5660,"Prosperity Tower, Central District"
Parkway Healthcare (HK) Ltd,美容整形, 2810 9114,"Asia Standard Tower, Central District"
仁之美美容外科及皮膚中心有限公司,美容整形, 2973 6997,中區 安樂園大廈
純美纖體美容中心,美容整形, 2881 7002,銅鑼灣 世貿中心
超完美醫學美容中心有限公司,美容整形, 2151 3680,銅鑼灣 怡和街22
Choi Wai Chung,紋身, 2881 6234,中區 7 Lan Kwai Fong
ODBO Jewelry Ltd,紋身, 2525 3565,"Welland Hse, Central District"
精藝紋身社,紋身, 2722 1303,尖沙咀 有利大廈
漢陽男仕健康中心有限公司,男士健康, 2375 8218,尖沙咀 海洋中心
波叔上海修甲,"指甲修飾,Sunny Shanghai Pedicure,上海修甲,上海攢甲理療,灰甲", 2983 0338,尖沙咀 柯士甸道105號百安大廈地下E12
時尚甲,"指甲修飾,eyelash,gel nail,nail,Soak Off Gel,法式修甲", 2383 2393,九龍城 獅子石道4A號地下
Akl Nail,指甲修飾, 2552 2982,"Jumbo Bldg, Aberdeen"
Apple Nail,指甲修飾, 2623 0588,"Po Lok Bldg, Yau Ma Tei"
Athena,指甲修飾, 2393 6788,"Cheuk Nang Centre, Tsim Sha Tsui"
Ice Nail ,指甲修飾, 2810 7779,中區 雲咸街14-16號王仲銘商業大廈11樓
IL Colpo Group,"水療服務,髮型屋,指甲修飾", 3107 0909,觀塘 偉業街185及187號恆生工業大廈3樓全層
IL COLPO Nail,指甲修飾, 3107 0909,觀塘 偉業街185及187號恆生工業大廈3樓全層
Imp Nail,指甲修飾, 2392 8559,"Fook Cheong Bldg, Kwun Tong"
IMP Nail,指甲修飾, 2392 0060,"Welland Bldg, Sheung Wan"
Lian Nail,指甲修飾, 2369 1882,尖沙咀 彌敦道36號CKE重慶站購物商場2樓2388C&D舖
Nailone ,指甲修飾, 2537 2991,中區 荷里活道37號14樓
Rainbow Nails,指甲修飾, 2840 0660,"14 Pottinger St, Central District"
Grand Talent Internatl Enterprise Ltd,美容儀器及用品, 2529 9330,"Yau Shing Coml Centre, Mong Kok"
芝麗,美容儀器及用品, 2698 1161,荃灣 全發商業大廈
尊雅美容用品有限公司,美容儀器及用品, 2806 2668,北角 北港商業大廈
寶麗發展國際有限公司,美容儀器及用品, 2805 1868,西營盤 確利達中心
Adorna Beauty Prods,美容儀器及用品, 2401 6318,"20 Kwai Wing Rd, Kwai Chung"
Brown Internatl Ltd,美容儀器及用品, 2836 9500,"Peninsula Tower, Cheung Sha Wan"
Charisma Technology Beauty Equip Ltd,美容儀器及用品, 2381 9980,"Goodwill Ind Bldg, Tsuen Wan"
EDS Wellness Holdings Limited,美容儀器及用品, 2152 1080,觀塘 觀塘道398號嘉域大廈9樓B室
Elite Space Beauty Group Ltd,美容儀器及用品, 3741 0897,荃灣 Wang Lung Ind Bldg
Go Ahead Technology Ltd,美容儀器及用品, 2340 8155,"CFC Tower, Tsim Sha Tsui"
King Point Beauty Group,美容儀器及用品, 2362 3892,新蒲崗 New Treasure Centre
Modern Wave Group,美容儀器及用品, 2312 2269,"Sunbeam Coml Bldg, Yau Ma Tei"
Joyce Grooming,男士美容, 2522 2886,中區 置地廣場B26
Spa Resources Co Ltd,男士美容, 2368 9992,"Bank Of Credit & Commerce Bldg, Tsim Sha Tsui"
亞當美容有限公司,男士美容, 2688 6006,荃灣 TML廣場
Haba HK Ltd,美容院, 2122 5412,"148 Electric Rd, North Point"
Millistrong Internatl Ltd,美容院, 2122 5488,北角 電氣道148
終生美麗美容纖體中心,"美容院,beauty,body massage,massage,SPA,水療,按摩,美容", 2114 4118,中區 安慶臺1-9號安慶大廈4樓全層
高麗雅專業護膚公司,"美容院,Men Beauty,凹凸洞,男士美容,旺角美容,脫肉粒,脫痣,脫墨,暗瘡", 2390 9239,旺角 旺角道33號凱途發展大廈10樓04室
美容莊,"美容院,beauty,body massage,massage,SPA,水療,岩盤浴,按摩,美容", 2111 3331,銅鑼灣 恩平道48號恩平中心21樓1-3室
Ayurveda Beauty Ltd,美容院, 2448 4410,"Grandmark, Tsim Sha Tsui"
Beauty Of Sea Ltd,美容院, 2481 7972,"Shun Fung Bldg, Yuen Long"
Bio-Beauty & Spa Centre,美容院, 2891 2535,"8 Russell St, Wan Chai"
C+ Beauty Co,美容院, 2479 5122,"Hong Shing Bldg, Yuen Long"
Careyou Beauty,美容院, 2857 6966,"15 Queen's Rd C, Central District"
Careyou Beauty Ltd,美容院, 2856 3100,"King's Coml Centre, North Point"
C'est La Vie-The Holistic Beauty Salon Ltd,美容院, 2840 0333,"Loke Yew Bldg, Central District"
Cherdchai Hair & Beauty Centre,美容院, 2591 1921,"Kam Chung Coml Bldg, Wan Chai"
斗井(香港)有限公司 ,化妝品製造配備及用品, 2586 1216,尖沙咀東 冠華中心
FSK Industries (HK) Ltd,化妝品製造配備及用品, 2620 0892,"Kowloonbay Internatl Trade & Exhibition Centre, Kowloon Bay"
Rockwall Internatl HK Ltd,化妝品包裝, 2537 8923,觀塘 Shing Yip Ind Bldg
HCT Asia Ltd,化妝品包裝, 3622 5090,上環 322 Des Voeux Rd C
Maesa Asia Ltd,化妝品包裝, 2710 9291,"Keybond Coml Bldg, Yau Ma Tei"
光華國際企業有限公司,化妝品包裝, 2428 8838,葵涌 和豐工業中心
盈喜陪月服務有限公司,陪月服務, 2882 6516,銅鑼灣 麥當勞大廈
新時代媽媽產後服務中心,陪月服務, 2797 9789,觀塘 年運工業大廈
域勝國際公司,"化妝品─批發及製造,Beer,Branded Tyre,Cognac,Cosmetic", 2877 1722,柴灣 新業街8號八號商業廣場18樓1803室
Biss (HK) Co Ltd,化妝品─批發及製造, 2646 6643,上水 Tai Yuen Tsuen
Glorylady Cosmetics Internatl Co Ltd,化妝品─批發及製造, 2955 0000,"Kinho Ind Bldg, Sha Tin"
J & K HK Co Ltd,化妝品─批發及製造, 2722 1523,"Brill Plaza, To Kwa Wan"
L'Institut De Beaute Guerlain,化妝品─批發及製造, 2869 1552,"Chekiang First Bank Centre, Central District"
L'Occitane International S A,化妝品─批發及製造, 2868 0889,銅鑼灣 勿地臣街1號時代廣場蜆殼大廈38樓
LVMH Perfumes & Cosmetics Asia Pac Ltd,化妝品─批發及製造, 2968 9168,"Dorset Hse, Quarry Bay"
Seamax Internatl Ind Co Ltd,化妝品─批發及製造, 2882 9303,"Prosperous Coml Bldg, Causeway Bay"
Sze Sze Internatl Ltd,化妝品─批發及製造, 2992 0218,"Harbour Centre, Hung Hom"
サ崇有限公司,化妝品─批發及製造, 2693 1221,沙田 華衛工貿中心
文風戶貿易有限公司,化妝品─批發及製造, 2619 0330,葵涌 九龍貿易中心
兆成行有限公司,化妝品─批發及製造, 2544 5964,上環 蘇杭街130
BE Radiant (HK) Ltd,皮膚護理, 2370 2300,"9 Wing Hong St, Cheung Sha Wan"
